id,name,album,album_id,artists,explicit,danceability,duration_ms,release_date,album_year
31HFsdpcpsf2JSjm5zPvaI,The Race,Pondering the Sushi,3ovqVzbb8YVlX51cNC375A,Norm Stockton,False,0.669,323507,2001-01-01,2001
34NjS9GfcVytvYLA7Rj39A,Two Dreams Part 1,Plant Life,7cJYxSOM3wLOHiZ8DMgefw,"Odean Pope, Sunny Murray, Lee Smith",False,0.53,393853,2008-10-21,2008
7wQoOmawCAGbQM4N3BFr0k,Brazilian Landscape,Landscapes: Mallet Solos & Duets and Percussion Concerti,6z3UoqvUcriV8KMP3bWMIN,Ney Rosauro,False,0.418,346520,2008-12-01,2008
4XojhIAWDQ3CUDkvrTspvH,Wellfare,Wellfare,4sLXcJc75H7jVIEPKw9QoV,Gigi D'Agostino,False,0.5760000000000001,169893,2005-04-04,2005
547cDqQFXzteapdUG04fvh,Scarlet Johanssen Why Don't You Love Me,Thunderstatement,29v6ME39HD2dfLhSEbxSp4,The Jai-Alai Savant,False,0.416,178080,2005-11-15,2005
2TPiHF0i1p3l2xPd0Iebmz,High Flight,Genesis,278ouX1tOqcOBnkTR37Wtf,"Joseph Turrin, North Texas Wind Symphony, Eugene Migliaro Corporon",False,0.166,763533,2009-01-01,2009
1MO4UXxZaaVkPFA1A4zapO,New Africa,Eyes Open,1mzln4hu2myGaXDlAdUdnz,Youssou N'Dour,False,0.847,226733,1992-06-02,1992
1DHwRxSmLDKOzJVJo3Ivai,On The Corner - Unedited Master,The Complete On The Corner Sessions,4ORrWT9p5FH1jhTCATKEcj,Miles Davis,False,0.622,1165587,1972-10-11,1972
4OYCf14ZfveRjkUJVdGVNt,Give It A Try,Ultramarine,2gZXXNFFaVDxtx1ao6Af2A,The Ocean Blue,False,0.474,236200,2013-03-19,2013
0slU9GvFpzYROk9P2e7tU9,Games For Boys,And They All Lived Happily Ever After,7CAyLCPbZocr2opWW3HQa2,Television Personalities,False,0.484,128000,2005-08-15,2005
1FG2JDzb8wxmqv16VXLZ9b,Old Fashion,Twelve Pieces,3Oor4dKqch5VJWLguBmBqp,Mike Mainieri/Marnix Busstra Quartet,False,0.617,341680,2009-09-22,2009
6UTg19F96gOTScogM8XI7F,Le Grand Chemin - Générique début,Le Grand Chemin,6PtBZdG2wiGtswxV0nJudF,Georges Granier,False,0.327,131520,2013-04-23,2013
78fvAS5C4jYGYs9n7bGna3,"Symphony No. 4 in C Minor, Op. 43: I. Allegretto poco moderato - Presto",Shostakovich: Symphony No. 4,0uMpPO3AZGEZ5pB6x51FxC,"Dmitri Shostakovich, Royal Liverpool Philharmonic Orchestra, Vasily Petrenko",False,0.346,1637813,2013-10-01,2013
5WBm4ysA4C020MNvyYXtGZ,"Herreinspaziert, Walzer, Op. 518","Ziehrer: Selected Dances and Marches, Vol. 2",7aaKlphrzICcn1SrFaChGp,"Carl Michael Ziehrer, Razumovsky Symphony Orchestra, Michael Dittrich",False,0.2769999999999999,492093,1998-08-21,1998
2L2wmdyePbTzioB09XCkzC,"Sinfonia No. 6 in G minor (arrangement of oratorio sinfonia San Elena al Calvario): Sant' Elena al Calvario: Introduzione, ""Sinfonia No. 6 in G Minor""",Caldara: Missa Dolorosa / Stabat Mater / Sinfonias in G and E Minor,64BrPuORIB3ay8NvyoyHcC,"Antonio Caldara, Aura Musicale Ensemble, Rene Clemencic",False,0.3,289760,2000-07-26,2000
0VfYpyQST34J6hiMAKPSL5,"Vremena goda (The Seasons), Op. 67*: I. Winter: Introduction",Glazunov: Violin Concerto in A Minor / The Seasons,3Jj02tPFfb3Udt25jMchz7,"Alexander Glazunov, Slovak Radio Symphony Orchestra, Ondrej Lenard",False,0.0648,133067,1997-08-27,1997
2HJpoogyrcQqpWBJshgVZq,Reggae Got Soul,Surf's Up Music From The Motion Picture,6m0ujeVVyjmchwixlbkbSd,311,False,0.746,189093,2007-06-05,2007
3tjSIkJXmmj00ABmr9V6ON,Absolution (Element of the Ensemble Iii),Day Into Night,2eQmdt9rikNCCPc600HSgx,Quo Vadis,False,0.418,343667,1999-01-01,1999
4o1uvWGLc1rA5LftiiZ8Md,Moedra,Tremor,4tryU8d9WgP9NcFdZRdU5Q,vidnaObmana,False,0.81,268800,2001-09-18,2001
0yuN5LQOFIkYoXrwu7AizV,Waiting For The Countdown,Mirrors,4pLIIkwPmvR5gAgQnAk7Ii,Eben Brooks,False,0.358,202227,2006-12-06,2006
4IphnprQHN4Y1VuQlk1Xmu,Emergency And Me,Pictures From The Hotel Apocalypse,0ZZqBseAUvCQKtFln0kqZX,Since By Man,False,0.1939999999999999,302280,2005-01-01,2005
0V5dMJJgFeWpxqadU9h16S,"Ich glaub', es gibt Regen",Secret Places,4cUJacYPq62kNt7wjFpDgv,"Rebecca Czech, The Twiolins",False,0.3379999999999999,254387,2017-11-03,2017
2lFI1oZcBDPVhWFbi0Xlrm,"Der Schatzgräber, Vorspiel: Was sagst du dazu?",Schreker: Der Schatzgräber (Live recording),1eLIvxKNXidwUmKdbmAd4x,"Franz Schreker, Tijl Faveyts, Graham Clark, Marc Albrecht, Netherlands Philharmonic Orchestra",False,0.34,303213,2013-09-01,2013
7arMF0UqycQ6CmA7fYDalT,Young Forever,Boy Genius,3xA88sGhQy0vNL0K2DnJQg,Luca$h,False,0.88,214435,2020-06-12,2020
3Uhi9sBRiMtOggsZKQJEkF,Future,5 Chuckles,3n6js7VIWd1YBc31rAMgY3,"Ras G, The Koreatown Oddity",True,0.613,103203,2015-02-03,2015
5RXCAxcccNIQBKfMQQbpeD,"Piano Quartet No. 2 in A Major, Op. 26 (version for piano 4 hands): I. Allegro non troppo","Brahms: Four-Hand Piano Music, Vol. 14",0PLOuBvL6nusqOG6e7oYWN,"Johannes Brahms, Silke-Thora Matthies, Christian Kohn",False,0.407,876467,2005-05-01,2005
7udrOKnvvSxbYbFDBXBiqG,"432 Hz Healing Touch, Healing Tones",432 Hz Music For Massage Vol. 2,2ozgOWuQbG7WnB7FWqfHf3,"Steven Halpern, David Darling",False,0.0658,391993,2019-04-05,2019
3aU13WYqrLenh22lR7cTr8,Soldiers Joy / Floating Candle / The Dutchess,A Cut Above,10dR5BPcZaeloMNntVUmbe,"Will Pound, Kris Drever",False,0.63,286053,2013-10-27,2013
26ycBcH3HfAfOX1EVTHkmc,Dark Star - Radio Edit,Dark Star Remix EP,02wdA2gdSqnPm1bwQGyTv4,POLIÇA,False,0.6629999999999999,229485,2012-08-14,2012
6Bx3aiyo0MESLjfINZJ66O,We Machinize (avec Frannie Holder),Danse avec Herri Kopter,04Tsn5hEYpu5ZXOH26Oq1y,Jérôme Minière,False,0.841,226240,2013-04-16,2013
3Q2pJ6OQdTnr6pMVY2An9p,Fusion,Fusion,4ZfG2m4FiO3pKAupXLlZE0,Cool Cavemen,False,0.6509999999999999,267613,2013-10-20,2013
15hJCjlFKdOuSC8DDEXIzR,Wonder of the World (Cave),"Age of Empires: Definitive Edition (Original Game Soundtrack), Vol. 2",76hQ5E6y5p8yvSwES6ZxsF,Todd Masten,False,0.193,224000,2018-02-18,2018
6NSpeQ8stu6NZifxZRWAW3,If You Were a Dream,Drown,2J57ZM2Mz2D6TU7euBlFZS,defrag,False,0.6709999999999999,233333,2014-04-22,2014
0ccaHQQ81gtqAcxHFrmOzn,Red Rain - Pervesion for Profit Mix by Agregat,We Are Kant Kino - You Are Too,7rjN1Nj6CQAqI1ik6PnVuC,Kant Kino,False,0.65,280533,2010-06-21,2010
19Zj7AdkSHkZLSj4UmQ3uJ,Capital Punishment,Capital Punishment,6eR3fcQvR0YOUAcfcfHH7l,Unit:187,False,0.529,305880,2003-04-04,2003
4fwcQ4A5VCqb4vJ3WV7Jyj,Ruin,Ruin,2uUCq9bp79PbKocpO82ha0,Stars and Flights,False,0.547,204824,2013-06-17,2013
38OYsnPTYm2oRTL4VRpVUo,Island of Trance 2011,Dream and Melodic Trance,421aSSRFKVMNJBfRlqGbCd,Xlarve,False,0.444,326767,2011-12-01,2011
5x5mFm2RRt4joVVtLGenEb,"String Quartet in G Major, Op. 3, No. 3, Hob.III:15 (attrib. to Hoffstetter): I. Presto","Haydn: String Quartets Op. 3, Nos. 3 - 6",79bzeJNCf9Ox6XEWStbhIP,"Franz Joseph Haydn, Roman Hoffstetter, Kodály Quartet",False,0.59,179453,2002-08-12,2002
06eMGD8Zjp03x01aCeP2AS,Symphony No. 1 in G Major: I. Allegro con moto,"Rota, N.: Symphonies Nos. 1 and 2",2sOeqdb5B1QTMOAXrPuwEd,"Nino Rota, Filarmonica '900, Marzio Conti",False,0.168,599440,2009-06-30,2009
1L2J2nJysouOJmq2BaMkBV,Semuhenna,Orchard,3inmmDHDbsNsxl6cUVnElr,Alicia Bessette,False,0.4539999999999999,241800,2008-01-01,2008
6AnRR2JyCjfD2tl6cmwdQY,Small Dam Goats,"If You See Something, Say Something",6DkRJFjdLsNOCvwT0QfGh4,Youth Posse,True,0.7509999999999999,137680,2013-09-26,2013
48f9zJZNKuFwC2wfTGwmfJ,Adagio,Lara Fabian,1T9WljVzTvELFapFVNLd7x,Lara Fabian,False,0.3289999999999999,266867,2000-05-26,2000
02tHZBHGxx65FiMyuR9fxT,Land of Snows,Quiet Fire,1UZ0TVitBi8LMkLIsIRBgX,"Will Clipman, Gary Stroutsos, William Eaton",False,0.376,289627,2004-07-27,2004
7aKLhoSowJJ3Iw2TZw4qsI,Madalynn,Cymbals At Dawn,1KIUNtAKDfA5Sv7xA2VMFa,Bob Burger,False,0.579,238933,2003-01-01,2003
5VCZ8BEt6TBEFvLyzejf3n,Give Me One Kiss,Dengue Fever presents Electric Cambodia,2zfaBmo864X4b0WiKB0Gan,"Various Artists, Dara Chom Chan",False,0.6809999999999999,185333,2010-03-22,2010
5XVsvLqliFmZF6qmwmRqex,Lobstershrimp,Lobstershrimp,7L7ODz67sjtdqPHkJmgNJN,Bric Chicago,True,0.6509999999999999,152034,2017-09-09,2017
3ehZz2ZNFsXCw0wzyYNf7w,"A Ceremony of Carols, Op. 28: Procession",Himmelslieder,4s811OeCHVcQ7gQBaFvBTF,"Benjamin Britten, SWR Vokalensemble Stuttgart, Marcus Creed",False,0.31,90013,2016-06-03,2016
4xndticzTnHdaZgyH2AX65,A Better Man,At My Age,0e6nKWO7KICqiavWb7lmS4,Nick Lowe,False,0.607,136213,2007-06-04,2007
4hjM1CD74OhMH64lIrZYMu,One More Beer,For Ol' Times Sake,4qQDbAqaE7hG0Qh85WGn5p,The Western Sizzlers,False,0.597,223787,2012-10-05,2012
0KZpfWXN1rleB47IW7ycyP,Rainy,Weather,0nL9HMTjcxINUkyrik262g,Jaloes,False,0.57,381307,2009-03-26,2009
1fS0BiKZSv6PMHb8Xm9SUf,Little Jack Horner,Growing Up Is Optional,18HYc0BCYotqFjvWc8qpKk,Tony Frye,False,0.481,219618,2014-05-06,2014
338IOaI1B7k0zMWDFMlaqC,Ways of the World,Ways of the World,2kY1PEvmgjufgsIWnF2H3X,"Ruthie Dornfeld, Joel Bernstein, Keith Murphy",False,0.499,184453,1998-01-01,1998
446TJhD33aF750Ea6TrGuH,Preludio 2011,Suite Del Interior (Guitar and String Quartet),40iFWZ6VlxKhkQSe8bw4dM,Carlos Pavan,False,0.407,195885,2014-06-05,2014
5m1PoWsX93A8Vk8VRgxewc,Quarter,Natural Selection,0IKwaTLwgQIeW3FxeodS5Z,Fuel,False,0.421,220160,2003-09-23,2003
3o6LTdIFwkcSz4AIEycWmN,Breakdown,Driven,5So1oRTIv18ohJJPzo3kvW,Tantric,False,0.575,191933,2001-04-24,2001
7yLjpWx4JWx0XBrdClrTYy,The Final Electro Solution,"Final Electro Solution, The",4wfHAZviBpD2UV7IQzFuw7,Die Sektor,False,0.3329999999999999,329587,2012-08-14,2012
58vpc5r8p2Xes3hwhakCma,Durham Town,Now and Then: 1964 - 2004,63Sm0MmwXFNlH1NVWfpKLk,Roger Whittaker,False,0.596,196933,2002-10-14,2002
0uktp7s0Kxwk64zMHGXJXC,Gettin' Drunk and Fallin' Down,Rebel Within,3iJAChYyS4xHHSk2gSbr0F,Hank Williams III,False,0.637,155480,2010-05-25,2010
7g0NG6DCSA0axJZHcrrZ6h,"Nihal Alaisdar / Jeremy's Jig / 5'18"" (feat. Emilyn Stam)",Hurry on Home,6uWF8GALcf6ntDsNd9397g,Anne Lindsay,False,0.409,320493,2011-01-18,2011
4hKjKvjlj4gejL0KaFQaJh,"Please Rene, Not Now",Good Life,5gvSHFo1CXTXquJf1TZpWz,Richard Julian,False,0.645,170093,2003-07-29,2003
3Lz8xqtOL0hzazvwuyM4da,"Violin Concerto No. 14 in A Minor, Op. 110, ""Sonst und jetzt""","Spohr: Violin Concertos Nos. 1, 14 & 15",6xc3ro2nZSTDwm4XpIdUm9,"Louis Spohr, Ulf Hoelscher, Berlin Radio Symphony Orchestra, Christian Frohlich",False,0.258,974733,2000-01-01,2000
4H4JGD2yf6XL4clD3lJrSa,Music for 2 Pianos,"Lindberg, M.: Piano Music (Van Raat) - Klavierstuck / Play I / Jubilees / Twine / Etudes",2IIJF76Lpr9zW1wpI8f400,"Magnus Lindberg, Ralph van Raat, Maarten van Veen",False,0.536,441880,2008-09-30,2008
2GhWSXyiKh7BcPRQtH446t,Adobe,Triplicate,1Y8NCAZVeizDzG5hMsyWif,John Shiurba,False,0.5670000000000001,539440,2004-01-01,2004
256cDMFrCXiuTdA9znEXm4,Opening Theme,Cecil B. Demented,0jebuc4VsOUkn1vW8qSN2P,Larry Hochman (aka Moby),False,0.6970000000000001,175627,1999-10-04,1999
7wKzBqQ0sIMvkzSAo8Cug2,Breast Eggplant,Plastic Loves Global Warming,73EFjZVY4Fyp96nd9e8OBa,Robert Ziino,False,0.375,302480,2006-01-13,2006
0i8rOKdh1p2Hk6IhHFuDNC,Pareidolia - Fennesz Remix,Vein,1zpvNjqQIkK0DfnxmaaqNB,Foetus,False,0.0866,294587,2007-10-23,2007
62yHPSGFANqiMcNmVCQ8vd,Triloka - Three Realms,Triloka - Music for Strings and Soloist,1hHSCiBgFLaywk25HZoSLe,"Bruno Raberg, Mike Block, Rob Thomas",False,0.267,520133,2016-10-21,2016
5Uul6OER9Loo8szPgOrM7T,Gladiola,Shotgun Party,0qD98aoimSe3Qigkn7GGd7,Shotgun Party,False,0.596,169307,2007-01-01,2007
2DISz8fk3Zn8Tc6mleBKFp,Dream3,Esoteric: The Best of LOU [Deluxe Edition],3Xnr3obxOKEw63YxDlT3DM,LOU,False,0.723,540642,2012-08-21,2012
2DzixikWZOOZe468VRI7vd,Change My Ways,Cane Sugar,6HG7WemxAFnv1Jydi8NtuE,Honey Island Swamp Band,False,0.581,254067,2013-07-30,2013
6rREkUt3j9biE0qc0szUL5,Fiddle Blast: The Teetotaller / Lorn MacDonald's Reel / High Road to Linton,Transatlantic Sessions - Series 4: Volume One,0mptXoIybRhCTN8e7X1l7E,Aly Bain / Stuart Duncan / Mairéad Ni Mhaonaigh / Jenna Reid,False,0.449,293293,2009-11-21,2009
1XK72OtAd4OPtKZb8xy180,Revolt,Revolt Music,1RDJ8vNXlfkXGhP2humbtG,weasel walter quartet,False,0.33,599667,2006-01-01,2006
09v0qMrRSe8yd6PTo5fbyV,Fools Overload,This Beautiful Town,3ZPLRIDdvo9wDeyT3GL1dZ,The Western Investor,False,0.5429999999999999,236507,2006-01-01,2006
0pZc73eKPLrsFmoPTBsc0c,"Well, Alright Now",Nights Like This,31MAjri5FXbsLMyDWuou1M,"Eli ""Paperboy"" Reed",False,0.603,189107,2014-04-25,2014
3YVfORZFINEAavVHddpqGY,Flames,Flames,4rE8hYFWyGzqeeZRETzUZn,Sarah Fimm,False,0.489,295613,2011-02-14,2011
5zwW0jun0ivz9whjI1qffT,Representing South West (feat. Yukmouth & Lil Big),T.W.D.Y. Captain Save'em My Cape Is in the Cleaners,3kYJ6ADkL5zYaiHBmPluok,"Pimp C, Yukmouth, Lil Big",True,0.65,98120,2000-01-01,2000
4okahXxeOKKVtS3NshZw8j,Ballroom Arcade,Bye Bye Gridlock Traffic,4F1OUE9Iaqr8Rb71wvGiyO,Secede,False,0.212,120680,2004-04-10,2004
59j2r6HJ1F1B3jVaMsAErX,"Violin Concerto No. 10 in A Major, Op. 62: I. Adagio - Allegro","Spohr: Violin Concertos Nos. 7, 9 & 10",1dhCrgdXMgQrG0dGXURv4I,"Louis Spohr, Ulf Hoelscher, Berlin Radio Symphony Orchestra, Christian Frohlich",False,0.285,668800,1995-01-01,1995
6nhshJphCN6jg0v7VLQ50Z,Solaris,Out of This World,6gATAEPXoavmyitVKAGa85,Bryan El,False,0.417,244907,2008-01-01,2008
0lkCKBljCMescj2xyDvJyL,Gestation,Stash / Methods for Attaining Extreme Altitudes,0QyVFu7f6QsklnHNxANWNG,Bongzilla,True,0.254,230160,2007-10-30,2007
2eTzrGZtrCCGbMmBAqdfJT,A Song of Young People,Kazuo Yamada: Grand Treasure,5vGoEAwQeJtCvSy0aSr9SN,"Kazuo Yamada, Russian Philharmonic Orchestra, Dmitry Yablonsky",False,0.106,675200,2014-02-04,2014
1xpeV1qx1V9Nq8CsuEGlDR,Where Do We Go,Where Do We Go,5NjTvV6HnFSTCxoBlgOPfy,"Mazare, RUNN",False,0.344,260433,2019-03-05,2019
2xKTbqVBYTJgPv5ZR3pHwZ,Joshua Generation,When The Sons Become Fathers,4jjSfbrzuHAdKEWAXHgxAR,Mattie Montgomery,False,0.601,303296,2010-02-12,2010
4z9AVWLvcjQryBJZOZaHS8,Orange Colored Sky,Beyond the Rainbow,5rEwQucZK2dwrKQcJvrsqt,The Lana Hawkins Jazz Quartet,False,0.6940000000000001,145080,2007-01-01,2007
5bZ1dZtx1FHBMjSylQBrF8,Unveil the Mystery,Tales from the Netherlands,4Wv1bZBQIKNzC9fgVJxgHU,Mystery,False,0.314,87813,2014-10-01,2014
4RPkP3NWI41RCDa2mVpcc9,"Cello Concerto No. 1 in G Minor, Op. 49: I. Allegro",Kabalevsky: Cello Concertos - Colas Breugnon Suite,1PnevN3lMU2pX0T6Dekx2a,"Dmitry Kabalevsky, Torleif Thedéen, Hannover Radio Philharmonic Orchestra, Eiji Oue",False,0.2739999999999999,390360,2014-01-28,2014
4PVR9EshV7e83g5ISFPTh2,Alone Together,Live at the Cellar,3J5i1MSpLbX0ALIye4jdgS,Jennifer Scott Quartet,False,0.452,471187,2007-01-01,2007
4q5WGlYONhhYPM5PFmrXGA,I am Wind,ILL-Emental,5YDfnIUFdBo1aaV21vxdzc,Soundami,False,0.687,121739,2012-12-30,2012
7lOIWVw2tILR6FZj7cZNpf,Dayfly,Berlin - New York,6XvH4sZAy4QogO68OgofPn,"Ben Kraef, Rainer Böhm",False,0.3339999999999999,203613,2011-04-29,2011
5C9TxlyCWPsqmixzAHCKLo,It Ain't Love (feat. Kelly and Alana),It Ain't Love (feat. Kelly and Alana),5tCHyAmjg4ZdV7MaPmt8Tv,"Sea of Flowers, Kelly and Alana",False,0.695,180585,2014-02-07,2014
23jWNm918VTPNS9unGzoX7,Tres Delinquentes,Delinquent Habits,7G3lXq9QIUOKuaA4bcc5jg,Delinquent Habits,False,0.831,261760,1996-06-03,1996
5KrQbdqvojQAp2wxIO1dtQ,Hero,Hero,5C0qS2QHDG2wm4Kqlk0tRk,"Pegboard Nerds, Elizaveta",False,0.436,330400,2014-03-17,2014
1B3iylumhEzcGpMfxj4d93,Unbreakable,Unbreakable,2MdcXHSFODMujgRHx0yg1c,Conchita Wurst,False,0.418,211920,2011-11-25,2011
3Nya2UFvfTzivgy54Wr6RO,Mirage,Shattered Illusions,5tldLeRsBJwSOlJs8rebrL,Eowyn,False,0.634,215733,2004-03-25,2004
2XP27SXqI4ssSZ2xatLEhA,Bad Out There,Bad Out There,5rW5fYnk3AlTkj0VQtbIQG,Frank Carillo and the Bandoleros,False,0.418,154587,2004-01-01,2004
4Cn5rtKtfzc2HzvbZd3yD7,Little Army,Get Your Own Sandwich,6mmh8pjdPMdUyjxRbhOepo,Erin Smith Band,False,0.626,308267,2000-01-01,2000
5NxEWJpEwKr26grj4aQ01u,"12 Lieder von Schubert, S. 558: Schubert - 12 Lieder, S. 558/R. 243: No. 2, Auf dem Wasser zu singen","Liszt Complete Piano Music, Vol. 5: Schubert Song Transcriptions, Vol. 1",74ph2wHI87QAKa7phzZTsW,"Franz Liszt, Oxana Yablonskaya",False,0.211,299827,1997-09-08,1997
4wKItybmd92zIvBQWnflfi,The Mould Will Slowly Burn,The Final Scene,5wma7bO3uETrLPJ338Sir6,Atlum Schema,False,0.66,247413,2005-12-02,2005
20hVmrJqhC05S1Tdxd2LUv,Get in That Room Eliam,More Violence and Geography,0HP2cAb96rNbKekrIo206P,Illusion Of Safety,False,0.485,166187,1988-01-01,1988
4nUqJyga87FGzL3X0i257G,Snowflakes,Christmas,0pu1tisZmg9lALKyqpnR0p,Danny Oertli,False,0.5710000000000001,199480,2013-12-01,2013
3qx8D7wL9XNjizo0o2kwtJ,Insanity Wolf vs. Courage Wolf,Insanity Wolf vs. Courage Wolf,698ozttu6HQBgLgpBRISIO,Animeme Rap Battles,True,0.6629999999999999,133741,2013-07-10,2013
7sYgPjZAsS18KO27lHGQij,Insanity Wolf vs. Courage Wolf,Insanity Wolf vs. Courage Wolf,6ZLFus8rB4uejRVRGIZ7tB,Animeme Rap Battles,True,0.51,132725,2013-07-16,2013
452oZFMWxbFac52oCvkKBr,Detroit Rock City,Goodbye To Romance (Euro-Release),56XxYqfA6GZcnxVI5IhiYQ,Alex Skolnick Trio,False,0.38,387227,2004-01-01,2004
47jB0SU0iALBWbU8AkzWWY,Quintet 'Variazioni sul'uno corale': Quintet 'Variazioni sul'uno corale': I. Theme (Moderato),Hammered Brass,14Zf8O1XBtjNwLFJvCkWBo,"Petr Eben, Wallace Collection",False,0.716,53000,1991-01-01,1991
6GlORpbLgaVDUBU3Np1hgb,Tokoma ba camarade pamba,"Francophonic, Vol. 2",5yJmZgOJ2yYmy099H2qQil,"Franco, TPOK Jazz",False,0.685,685987,2009-01-01,2009
1HpzOCZbNWzxvvXfSGtSrX,Find U Again (feat. Camila Cabello),Find U Again (feat. Camila Cabello),1GySemCUsaTUREhIPAF3hH,"Mark Ronson, Camila Cabello",False,0.605,176417,2019-05-30,2019
0tkDz7NjkfPJvaE78dr32O,"All Day, Always",Music For My Friends,0HMrKOqDruqDRxcCz7ks7j,Skyzoo,True,0.488,192965,2015-06-17,2015
386Zv95jdjeZ4YSG3QASGI,Born Again,The Prologue,5qviItlIVw78Erkm507LFc,Vane,True,0.524,217308,2017-12-08,2017
5q1Wwco4qkqSWafBTzrLs7,Wow,Wow! Cool Album!,6Ghn0HfkE8ymiIpjAbkEbC,Ookay,False,0.5529999999999999,67014,2018-05-04,2018
12lWCWAkXJLocEIFDzQCJe,Shady Grove,American Folk Songbook,4mfmteTynCWmqlGvLOwDIU,Suzy Bogguss,False,0.6729999999999999,158467,2011-08-02,2011
4MhzpEIgIzKOTEWVjPJMk7,Gotta Get Up Every Morning,Semi Crazy,0ZlytZH3n1oxSz3PYPXWwT,Junior Brown,False,0.805,119840,1996-05-07,1996
6Z99dqybmVxkzjQoCpZOVC,Hawaiian Capers,King Benny Nawahi: Hawaiian String Virtuoso,2KHil2hSJ7LrY6d0Z31MNl,King Nawahi's Hawaiians,False,0.628,173800,2006-05-22,2006
0CvHI35nh5nvhIUBtVqUNZ,Monk's Temptation,"Chicago Now - Thirty Years of Great Black Music, Vol. 2",7Lwc9JqPdBJd3LUBFqef52,"Ernest Dawkins, New Horizons Ensemble",False,0.602,658267,2018-07-09,2018
4qYvLAC7rTE9evMVjdiLgp,Midnight World,Net Works,5FkIAlD84lUF8tI3dqvzKz,Machine Love,False,0.585,326613,2004-01-01,2004
0hhDCRpEilYbJdFcgqkNTj,Beginning of the End,Enter the Metal,4hfZp7ES2b6TwYVheqTEN0,Varga,False,0.262,379407,2013-10-30,2013
3L2TK3uHMXwQL3mppMRPLx,Fisher King,Lifeline,6nZSLYzFe8DiRIjzBTVywl,Lennie Gallant,False,0.57,279380,2008-04-27,2008
1YhkOlGbkDbgGrS0KhVEKn,Quasi (Intro) - Original Mix,Dettmann,75ilFqVdPdEXeA1EZmW8oC,Marcel Dettmann,False,0.38,139479,2010-04-26,2010
0AcpGU9gWaT3TEh5rf7kUN,Too Close for Comfort,Too Darn Hot,35RXNUK7iKsWVmEv7iYPzA,Jeff Hedberg & C11,False,0.505,231507,2011-10-27,2011
0SuxWllU77MylOZxq9Lukl,Let There Be,Children Of Eden Highlights,6DzOBvx7nLa85FJ9nOMoK0,"William Solo, Children of Eden Ensemble",False,0.302,358000,1995-12-31,1995
1L6GgMbOKb7r0wUnIVC5B3,Volcano Blues,The Buffalo Skinners,11t20oZqiJxRb5Bjb50ROq,The Buffalo Skinners,False,0.42,170213,2011-08-05,2011
3YJzawPkzcuf6R6RpzGfkl,I've Never Been in Love Before,Precious Moments,2SOfbvbHHL9oEFgQdfzqWM,"Laura Perlman, Bill Cunliffe, Mark Sherman",False,0.563,211053,2016-01-15,2016
75Fb7SALJW8Y6CA5k0Mz7U,Epitaph (The Berlin Requiem),Angelina Reaux: Stranger Here Myself: Songs of Kurt Weill,2QqVpDBUfxZQu4nnFQl1nB,"Angelina Reaux, Robert Kapilow (conductor, Piano), Others",False,0.2689999999999999,181200,1992-01-20,1992
2DvARbFWQf58QVBlSekJxm,Missed Calls (feat. Hayley Kiyoko) - Party Pupils Remix,Missed Calls (feat. Hayley Kiyoko) [Party Pupils Remix],6pz2aJ27SR7fVuMTCtZC9U,"MAX, Hayley Kiyoko, Party Pupils",True,0.7070000000000001,161351,2020-06-10,2020
4b5BdYy7ZapLgac6tZdvzK,Cloud Nine (feat. Perry Mase),Cloud Nine,7uCZ3x8QRy5xQyxOOZn137,"Skinny Hightower, Perry Mase",False,0.629,254799,2016-05-17,2016
5fMxNVBzBD3xEHbVkL90Mi,Wounded Creek,Panhandle Rambler,0sv0l16T2Hn4MqNiKC4O4D,Joe Ely,False,0.556,207293,2015-09-18,2015
4DNLg6Wv9z1ZZeyFrJTCjH,"Sancta Susanna, Op. 21",Hindemith: Sancta Susanna / Nusch-Nuschi-Tanze / Tuttifantchen: Suite / 3 Gesange,3EdABYEaQ05ORCRjWvT87N,"Paul Hindemith, Susan Bullock, Della Jones, Ameral Gunson, Maria Treadaway, Mark Rowlinson, Leeds Festival Chorus, BBC Philharmonic, Yan Pascal Tortelier",False,0.238,1372827,1998-04-01,1998
16Q4mBO8rWdqkx7ODaOd4T,"Shadows, Op. 52",Sallinen: Symphony No. 8 & Violin Concerto,7qhS3SpzbgyVndDRYVUvhz,"Aulis Sallinen, Rheinland-Pfalz State Philharmonic Orchestra, Ari Rasilainen",False,0.0929,528000,2000-01-01,2000
34rUy9pIQmyRmT37gQKdQn,2 Svabo Polonaises,Early & Late,5oOD5N05eHdyJsELAnnV3i,"Bolette Roed, Traditional, Rune Tonsgaard Sorensen, Andreas Borregaard, Trio Gaman",False,0.414,224933,2014-01-07,2014
7ImvvfVM9DED5ljqCz1vG2,Now,DJ Teebee & K Present: The Deeper Side of Drum & Bass,0ULdpMjSU2evvkRoTlbTyn,Angelzero,False,0.569,191067,2002-05-21,2002
6v1Rdwie9tIPJZDAvkAXFy,Keyboard Sonata in D-Flat Major: Harpsichord Sonata in D-Flat Major,"Soler, A.: Sonatas for Harpsichord, Vol. 10",348txNcFNAC39DmF88aaXF,"Antonio Soler, Gilbert Rowland",False,0.24,318240,2004-01-22,2004
7bS8nMMg8y7YBgUxZA1mqc,Bring It,Adrenaline Flow,1N35APR3xNJbN4WDGwWE8d,Young MC,False,0.879,251213,2007-04-05,2007
